# Program:featureCounts v2.0.2; Command:"/Applications/software_bioinformatics/subread-2.0.2-macOS-x86_64/bin/featureCounts" "-T" "8" "-p" "-a" "/Users/rashmirao/Documents/Sidra_Externship/nextflow/RNA_seq_analysis_pc_version/raw_data/S288C_reference_genome_R64-5-1_20240529/yeast.gtf" "-o" "FeatureCounts.txt" "results_star/SRR18396493Aligned.sortedByCoord.out.bam" "results_star/SRR18396494Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results_star/SRR18396493Aligned.sortedByCoord.out.bam	results_star/SRR18396494Aligned.sortedByCoord.out.bam
YJL082W	chrX	281185	283380	+	2196	2617	2248
YJL120W	chrX	191022	191345	+	324	9	5
YJL098W	chrX	242082	245258	+	3177	1452	1016
YJL152W	chrX	136174	136533	+	360	142	66
YJR162C	chrX	744911	745261	-	351	2	0
YJL196C	chrX	67850	68782	-	933	557	416
YJL003W	chrX	432644	433000	+	357	349	238
YJL015C	chrX	407142	407426	-	285	9	4
YJL075C	chrX	298460	298876	-	417	14	12
YJR020W	chrX	468001	468333	+	333	8	3
YJL205C	chrX;chrX	50139;50412	50268;50443	-;-	162	752	551
YJR113C	chrX	638232	638975	-	744	423	268
YJR111C	chrX	635855	636706	-	852	595	401
YJR055W	chrX	538772	539266	+	495	251	182
tY(GUA)J2	chrX;chrX	542956;543006	542991;543044	-;-	75	2	0
YJL148W	chrX	140437	141138	+	702	605	345
tS(AGA)J	chrX	524012	524093	-	82	0	0
YJL097W	chrX	245591	246244	+	654	262	183
YJL031C	chrX;chrX	386368;387436	387348;387438	-;-	984	865	604
YJR132W	chrX	669522	672668	+	3147	1093	740
YJL092W	chrX	257423	260947	+	3525	475	468
YJL083W	chrX	278841	280655	+	1815	3141	2411
YJL175W	chrX	94049	94561	+	513	1	2
YJL225W-A	chrX	829	1311	+	483	0	0
snR60	chrX	349130	349233	-	104	4	2
YJL102W	chrX	231301	233760	+	2460	612	379
YJL077W-A	chrX	294799	294885	+	87	0	0
YJL052C-A	chrX	337884	338003	-	120	7	2
YJR083C	chrX	582608	583537	-	930	905	617
YJL128C	chrX	178097	180103	-	2007	2456	1585
YJR005C-A	chrX	448477	448758	-	282	185	95
YJR042W	chrX	514055	516289	+	2235	2432	1538
YJL209W	chrX	38005	39969	+	1965	578	369
YJL087C	chrX	270002	272485	-	2484	571	398
YJR127C	chrX	658917	663059	-	4143	1633	1199
YJL210W	chrX	36919	37734	+	816	524	305
YJR134C	chrX	673729	675852	-	2124	1364	1092
YJL076W	chrX	295245	298814	+	3570	1768	1203
YJR027W	chrX	472760	478028	+	5269	311	337
YJL113W	chrX	198678	203325	+	4648	401	301
YJR026W	chrX	472760	474082	+	1323	0	0
YJR028W	chrX	478344	479666	+	1323	0	0
YJL114W	chrX	197915	198595	+	681	55	43
YJR029W	chrX	478344	483612	+	5269	1	3
YKL103C	chrXI	246138	247682	-	1545	2640	2383
tL(UAA)K	chrXI	84208	84291	+	84	0	0
YKL131W	chrXI	194478	194999	+	522	43	10
tV(AAC)K1	chrXI	308144	308217	-	74	6	0
tT(CGU)K	chrXI	46735	46806	-	72	0	0
snR69	chrXI	364776	364876	+	101	16	12
YKR004C	chrXI;chrXI	446799;447811	447706;448036	-;-	1134	487	356
YKR092C	chrXI	612665	613885	-	1221	1412	1026
YKL002W	chrXI;chrXI	437778;437906	437837;438544	+;+	699	2853	2386
tA(AGC)K1	chrXI	219895	219967	+	73	3	4
YKL173W	chrXI	122517	125543	+	3027	2357	1719
YKL061W	chrXI	325771	326112	+	342	1368	783
YKL139W	chrXI	182958	184544	+	1587	1446	1280
YKL180W	chrXI;chrXI	109269;109884	109577;110129	+;+	555	2314	1307
YKL004W	chrXI	435580	436785	+	1206	1777	1125
YKL143W	chrXI	176781	178172	+	1392	2021	1463
YKL062W	chrXI	323228	325120	+	1893	1133	855
YKL172W	chrXI	125759	127042	+	1284	3645	2768
YKR014C	chrXI	465367	466071	-	705	5592	3594
YKL149C	chrXI	167612	168829	-	1218	1211	1162
YKR099W	chrXI	635851	638286	+	2436	1558	923
YKL110C	chrXI	228939	229880	-	942	633	413
YKL094W	chrXI	263349	264290	+	942	7722	6382
YKR094C	chrXI;chrXI	617996;618743	618374;618750	-;-	387	689	330
YKR058W	chrXI	552770	554620	+	1851	1957	1075
YKL183C-A	chrXI	98395	98607	-	213	64	19
YKR052C	chrXI	532550	533464	-	915	2515	1463
YKL157W	chrXI;chrXI	154991;155655	155271;158232	+;+	2859	6197	4514
YKL068W-A	chrXI	309206	309442	+	237	226	127
YKR062W	chrXI	559666	560652	+	987	1417	1051
YKL091C	chrXI	269718	270650	-	933	2436	1234
YKR073C	chrXI	578187	578507	-	321	199	256
YKR087C	chrXI	603195	604232	-	1038	994	819
YKL070W	chrXI	306211	306720	+	510	319	310
YKR038C	chrXI	511999	513159	-	1161	1391	972
YKR048C	chrXI	525387	526640	-	1254	5366	4349
YKL096W-A	chrXI	259253	259531	+	279	2520	2285
YKL014C	chrXI	411619	416913	-	5295	1230	849
YKR082W	chrXI	592825	596298	+	3474	2354	1587
YKR045C	chrXI	523418	523969	-	552	389	369
YKL018C-A	chrXI	403580	403879	-	300	427	326
YKL126W	chrXI	205707	207749	+	2043	4006	2923
YKR072C	chrXI	576435	578123	-	1689	5124	3919
YKR075W-A	chrXI	580212	580481	+	270	0	0
YKL074C	chrXI	294610	296193	-	1584	2089	1612
YKL087C	chrXI	277189	277863	-	675	1123	751
YKL018W	chrXI	404102	405091	+	990	690	457
YKL135C	chrXI	186460	188640	-	2181	2396	1741
YKL112W	chrXI	226570	228765	+	2196	3266	1845
YKR085C	chrXI	599094	599681	-	588	643	367
YKR102W	chrXI	646356	649865	+	3510	1028	530
YKL217W	chrXI	22234	24084	+	1851	7858	2611
YKR044W	chrXI	522015	523346	+	1332	807	724
YKR080W	chrXI	590395	591357	+	963	644	500
YKL065W-A	chrXI	315954	316175	+	222	476	185
YKL156C-A	chrXI	158975	159091	-	117	0	0
YKR068C	chrXI	570328	570909	-	582	2345	1306
YKR027W	chrXI	491364	493661	+	2298	501	376
YKL081W	chrXI;chrXI	282891;283422	283095;284455	+;+	1239	1141	806
YKR022C	chrXI	482171	483139	-	969	1097	814
YKL083W	chrXI	280921	281535	+	615	5	3
YKL198C	chrXI	68232	70220	-	1989	4278	3220
YKR007W	chrXI	451434	451988	+	555	1474	1244
YKR078W	chrXI	584952	586709	+	1758	1235	868
YKR001C	chrXI	440608	442722	-	2115	2910	2204
YKR025W	chrXI	487770	488618	+	849	751	639
YKL124W	chrXI	210593	212332	+	1740	2308	1647
YKR095W	chrXI	619805	625432	+	5628	5102	3513
YKL129C	chrXI	196349	200167	-	3819	6181	4241
YKL100C	chrXI	253697	255460	-	1764	4679	2911
YKL041W	chrXI	360143	360817	+	675	2159	2152
YKL221W	chrXI	6107	7528	+	1422	829	547
YKL031W	chrXI	382072	382485	+	414	43	39
YKR074W	chrXI	579209	579676	+	468	2748	1777
YKL138C	chrXI	185286	185681	-	396	822	794
YKL063C	chrXI	321015	321518	-	504	941	664
tK(UUU)K	chrXI;chrXI	578965;579025	579001;579060	+;+	73	3	0
YKL024C	chrXI	392526	393140	-	615	497	431
YKL086W	chrXI	278281	278664	+	384	710	865
YKL073W	chrXI	296430	299075	+	2646	1583	1231
YKR006C	chrXI	450423	451217	-	795	975	727
YKL034W	chrXI	371829	374105	+	2277	2588	1960
YKL118W	chrXI	219126	219437	+	312	10	5
YKL104C	chrXI	243220	245373	-	2154	4885	2897
YKL191W	chrXI	81035	82639	+	1605	1552	1020
YKR042W	chrXI	519527	520624	+	1098	8841	7714
YKR013W	chrXI	463959	464948	+	990	466	368
YKR101W	chrXI	640540	642504	+	1965	1126	758
YKL039W	chrXI	362622	364193	+	1572	4505	3159
YKL214C	chrXI	31082	31693	-	612	500	356
YKL155C	chrXI	159456	161342	-	1887	1122	798
YKL116C	chrXI	221344	222900	-	1557	569	619
YKR089C	chrXI	605633	608365	-	2733	3448	2463
YKR018C	chrXI	473723	475900	-	2178	6679	5484
YKR079C	chrXI	586789	589305	-	2517	1654	850
YKL153W	chrXI	163600	164109	+	510	14	17
YKL027W	chrXI	387562	388905	+	1344	1190	1101
YKL100W-A	chrXI	254159	254248	+	90	0	0
YKL035W	chrXI	369891	371390	+	1500	11714	10681
YKL084W	chrXI	280509	280859	+	351	362	313
YKL207W	chrXI	48194	48955	+	762	1561	1654
YKR066C	chrXI	566113	567198	-	1086	9806	6868
YKL117W	chrXI	220324	220974	+	651	5975	4575
YKL140W	chrXI	180779	182425	+	1647	1460	1188
YKL007W	chrXI	429302	430108	+	807	3050	2412
YKL051W	chrXI	341312	342373	+	1062	2093	2079
YKL022C	chrXI	394726	397248	-	2523	1475	1016
YKL021C	chrXI	397344	398750	-	1407	2000	1515
YKL148C	chrXI	169207	171129	-	1923	4263	2570
YKL038W	chrXI	365605	369117	+	3513	3144	2594
YKL125W	chrXI	208247	210130	+	1884	2745	1608
YKL048C	chrXI	347214	349136	-	1923	509	693
YKL053W	chrXI	339572	339946	+	375	14	7
YKR093W	chrXI	615730	617535	+	1806	2456	2045
YKL201C	chrXI	63930	67466	-	3537	5294	3570
YKL123W	chrXI	212043	212423	+	381	1	1
YKL224C	chrXI	1810	2181	-	372	0	4
YKL077W	chrXI	291453	292631	+	1179	1699	1190
YKR103W	chrXI	653080	656736	+	3657	418	305
YKR104W	chrXI	656836	657756	+	921	132	81
YKR024C	chrXI	485144	487372	-	2229	1057	782
YKR056W	chrXI	549448	551367	+	1920	1204	922
YKL203C	chrXI	55935	63359	-	7425	2852	1738
YKR054C	chrXI	535647	547925	-	12279	1976	1232
YKR057W	chrXI;chrXI	551657;552003	551680;552242	+;+	264	292	129
YKL133C	chrXI	191679	193070	-	1392	1714	1191
tH(GUG)K	chrXI	313401	313472	-	72	1	0
YKL122C	chrXI	212495	212998	-	504	1874	1170
YKR100C	chrXI	638901	639968	-	1068	1191	764
YKR083C	chrXI	596421	596822	-	402	275	173
YKL225W	chrXI	451	798	+	348	0	0
YKL189W	chrXI	84704	85903	+	1200	759	424
YKL113C	chrXI	224727	225875	-	1149	459	322
tV(AAC)K2	chrXI	379680	379753	+	74	4	8
YKL213C	chrXI	31960	34107	-	2148	3028	2164
YKL154W	chrXI	161601	162335	+	735	435	260
YKR063C	chrXI	560789	562297	-	1509	1503	1024
YKL163W	chrXI	144401	145378	+	978	35726	23483
YKL174C	chrXI	120380	122236	-	1857	2077	1619
YKL134C	chrXI	189124	191442	-	2319	1232	719
YKR011C	chrXI	461635	462696	-	1062	1630	1687
YKL005C	chrXI	433093	434877	-	1785	3515	2434
YKL069W	chrXI	307285	307827	+	543	208	186
YKL006W	chrXI;chrXI	431906;432433	432034;432720	+;+	417	430	210
YKL187C	chrXI	89284	91536	-	2253	1785	850
YKL111C	chrXI	228464	228799	-	336	1	1
YKR035W-A	chrXI	507939	508553	+	615	0	0
YKL182W	chrXI	100671	106826	+	6156	8881	5034
YKL099C	chrXI	255720	256472	-	753	1258	826
YKL179C	chrXI	110464	112503	-	2040	2767	2169
YKL047W	chrXI	349463	351013	+	1551	574	412
YKL049C	chrXI	346075	346764	-	690	743	674
YKL220C	chrXI	9091	11226	-	2136	320	167
YKL183W	chrXI	98721	99641	+	921	450	292
YKL181W	chrXI	107316	108599	+	1284	3259	2205
YKL088W	chrXI	275283	276998	+	1716	3001	2403
YKL209C	chrXI	42423	46295	-	3873	1282	1082
tL(CAA)K	chrXI;chrXI	458557;458627	458594;458670	+;+	82	0	0
YKR019C	chrXI	476216	478063	-	1848	1929	2242
YKR012C	chrXI	463739	464116	-	378	17	8
YKL166C	chrXI	134509	135705	-	1197	1304	726
YKL016C	chrXI	407465	407989	-	525	3360	2439
YKR086W	chrXI	599857	603072	+	3216	1444	1236
tR(ACG)K	chrXI	490968	491040	+	73	1	1
YKL141W	chrXI	179667	180263	+	597	4694	2957
YKL065C	chrXI	316437	317057	-	621	4058	2445
YKL013C	chrXI	417508	418023	-	516	2427	1930
YKL040C	chrXI	361058	361828	-	771	1652	1166
YKR061W	chrXI	557677	558954	+	1278	1380	1018
YKL096W	chrXI	261132	261851	+	720	7290	4692
YKR050W	chrXI	527815	530484	+	2670	3167	2415
YKL170W	chrXI	130634	131050	+	417	408	260
YKR046C	chrXI	524223	525074	-	852	26121	17989
YKL210W	chrXI	39163	42237	+	3075	9801	6193
YKR002W	chrXI	443232	444938	+	1707	1706	1183
YKL015W	chrXI	408544	411483	+	2940	1550	1324
snR87	chrXI	431030	431138	-	109	14	6
YKL009W	chrXI	426242	426952	+	711	777	621
YKL108W	chrXI	234426	235787	+	1362	193	154
YKR097W	chrXI	631152	632801	+	1650	1092	287
YKL071W	chrXI	305114	305884	+	771	476	379
YKL075C	chrXI	292956	294308	-	1353	988	709
YKL206C	chrXI	49006	49809	-	804	561	339
tD(GUC)K	chrXI	513332	513403	-	72	0	1
YKL195W	chrXI	75821	77032	+	1212	5986	3892
YKL130C	chrXI	195288	196028	-	741	337	223
YKL064W	chrXI	317764	320673	+	2910	6066	5015
YKR026C	chrXI	488738	489655	-	918	1294	1039
YKL076C	chrXI	292838	293221	-	384	26	9
YKL188C	chrXI	86225	88786	-	2562	2610	1854
YKL196C	chrXI	74932	75534	-	603	4561	3260
snR42	chrXI	559016	559366	-	351	31	23
YKR105C	chrXI	658716	660464	-	1749	338	240
YKL109W	chrXI	232227	233891	+	1665	1305	713
YKR071C	chrXI	574934	575980	-	1047	2196	1543
YKL168C	chrXI	131288	133462	-	2175	3027	1849
YKL102C	chrXI	248062	248367	-	306	49	20
YKR090W	chrXI	608946	611066	+	2121	636	532
YKR036C	chrXI	508702	510633	-	1932	1503	1305
YKL202W	chrXI	63821	64402	+	582	217	116
YKR084C	chrXI	597055	598890	-	1836	1283	1138
YKL216W	chrXI	25215	26159	+	945	1553	1027
YKR055W	chrXI	548216	549091	+	876	825	735
YKL219W	chrXI	14485	15708	+	1224	368	308
YKL020C	chrXI	398832	402080	-	3249	5505	4105
YKL178C	chrXI	113215	114627	-	1413	1096	731
YKL067W	chrXI	314812	315273	+	462	6597	4888
YKL097C	chrXI	258503	258913	-	411	14	9
YKL095W	chrXI	262277	263113	+	837	1575	1204
YKR031C	chrXI	501344	506395	-	5052	3791	2662
YKL036C	chrXI	369528	369920	-	393	481	345
YKR088C	chrXI	604405	605418	-	1014	642	554
YKL151C	chrXI	164917	165930	-	1014	42797	28364
YKL105C	chrXI	239185	242583	-	3399	2828	2090
YKL169C	chrXI	130685	131068	-	384	5	0
YKL150W	chrXI	166544	167452	+	909	23858	14463
YKL023C-A	chrXI	393146	393373	-	228	426	316
YKL138C-A	chrXI	184803	185012	-	210	700	544
YKL082C	chrXI	281025	282329	-	1305	2131	1676
YKR070W	chrXI	573574	574632	+	1059	716	454
YKR021W	chrXI	479234	481981	+	2748	2513	2300
YKR016W	chrXI	469717	471339	+	1623	1333	970
YKR033C	chrXI	506879	507304	-	426	0	0
YKR059W	chrXI	554987	556174	+	1188	1297	848
YKR069W	chrXI	571612	573393	+	1782	1099	988
YKR053C	chrXI	534067	535281	-	1215	411	259
YKL218C	chrXI	17359	18339	-	981	2870	1790
YKL167C	chrXI	133721	134134	-	414	649	441
tE(UUC)K	chrXI	141018	141089	-	72	1	0
YKL142W	chrXI	178515	179174	+	660	9201	7244
YKL011C	chrXI	420155	421216	-	1062	592	437
YKL160W	chrXI	153269	153706	+	438	1509	1061
YKL144C	chrXI	175843	176481	-	639	438	394
YKL055C	chrXI	335321	336157	-	837	390	235
YKR043C	chrXI	520897	521712	-	816	1743	1550
YKR039W	chrXI	515063	516871	+	1809	799	743
YKL019W	chrXI	402568	403518	+	951	1364	1299
YKL184W	chrXI	96757	98157	+	1401	1301	821
YKR029C	chrXI	497578	499833	-	2256	2081	1649
YKL176C	chrXI	115500	117986	-	2487	3873	2476
YKL033W-A	chrXI	374505	375215	+	711	2343	1438
YKL090W	chrXI	271878	273209	+	1332	1439	922
YKR041W	chrXI	518198	518950	+	753	19	9
YKL010C	chrXI	421424	425875	-	4452	5421	3521
YKL032C	chrXI	380065	381858	-	1794	2744	2427
YKR051W	chrXI	530946	532202	+	1257	869	636
YKR098C	chrXI	633026	635179	-	2154	1422	910
YKL175W	chrXI	118793	120304	+	1512	5215	4134
YKL120W	chrXI	217344	218318	+	975	1311	835
YKL222C	chrXI	3503	5620	-	2118	1708	873
YKL092C	chrXI	266145	269459	-	3315	581	491
YKL068W	chrXI	310199	313078	+	2880	2461	2029
YKR009C	chrXI	454352	457054	-	2703	4734	3371
tA(AGC)K2	chrXI	517988	518060	+	73	0	1
YKR028W	chrXI	494257	497358	+	3102	2859	1939
YKR076W	chrXI	582283	583395	+	1113	3536	2016
YKR106W	chrXI	661442	663289	+	1848	1077	607
YKL197C	chrXI	70734	73865	-	3132	2561	2064
YKL152C	chrXI	163642	164385	-	744	3296	4015
YKL093W	chrXI	264789	265808	+	1020	6062	2792
YKL080W	chrXI	285030	286208	+	1179	1600	1173
YKL185W	chrXI	94499	96265	+	1767	1052	758
YKR081C	chrXI	591506	592540	-	1035	1201	791
YKR035C	chrXI	507920	508561	-	642	3	0
YKL101W	chrXI	248920	253476	+	4557	533	490
YKR008W	chrXI	452201	454078	+	1878	2057	1782
tW(CCA)K	chrXI;chrXI	302918;302988	302953;303023	+;+	72	20	5
YKL056C	chrXI	334412	334915	-	504	3843	1920
YKL156W	chrXI;chrXI	158613;158967	158615;159212	+;+	249	302	145
YKL162C	chrXI	147630	148838	-	1209	962	606
YKL192C	chrXI	80160	80537	-	378	1857	1268
YKR064W	chrXI	562547	565138	+	2592	1271	969
YKL017C	chrXI	405190	407241	-	2052	741	816
YKL204W	chrXI	53704	55602	+	1899	3117	2678
YKL190W	chrXI;chrXI	82947;83075	82998;83550	+;+	528	2543	2098
YKL211C	chrXI	36699	38153	-	1455	1188	938
YKL115C	chrXI	222893	223285	-	393	73	44
YKL107W	chrXI	236141	237070	+	930	6233	3254
YKL127W	chrXI	203541	205253	+	1713	511	389
YKL165C-A	chrXI	135790	136023	-	234	32	22
YKR049C	chrXI	526830	527231	-	402	5478	3949
YKL052C	chrXI	339668	340546	-	879	1485	1125
YKL053C-A	chrXI	339182	339442	-	261	625	437
YKL121W	chrXI	214142	216700	+	2559	2148	1673
tN(GUU)K	chrXI	74624	74697	+	74	0	0
YKL050C	chrXI	342852	345620	-	2769	6486	4518
YKL194C	chrXI	77258	78646	-	1389	392	259
YKR037C	chrXI	510910	511797	-	888	584	621
YKL059C	chrXI	328118	329443	-	1326	2010	1702
YKL205W	chrXI	50051	53353	+	3303	810	455
YKL137W	chrXI	185957	186292	+	336	861	593
YKR015C	chrXI	466961	468667	-	1707	674	397
YKL146W	chrXI	171783	173861	+	2079	4641	3007
YKR003W	chrXI	445381	446727	+	1347	1541	1023
YKL028W	chrXI	385758	387206	+	1449	2525	1954
YKR010C	chrXI	458924	461239	-	2316	417	274
YKL193C	chrXI	78866	79882	-	1017	1517	1397
tK(CUU)K	chrXI	202999	203071	+	73	4	0
YKL212W	chrXI	34543	36414	+	1872	2052	1446
YKL147C	chrXI	171551	172168	-	618	89	81
YKL054C	chrXI	336537	338753	-	2217	7264	5300
snR38	chrXI	283185	283279	+	95	0	2
YKR096W	chrXI	626793	630380	+	3588	4712	3193
YKL006C-A	chrXI;chrXI	430198;430597	430455;430632	-;-	294	381	199
YKL164C	chrXI	141794	142819	-	1026	12941	8617
YKL145W-A	chrXI	174958	175050	+	93	0	0
YKL026C	chrXI	389380	389883	-	504	2063	1376
YKL044W	chrXI	356322	356642	+	321	185	109
YKL089W	chrXI	273394	275043	+	1650	461	418
YKR077W	chrXI	583653	584744	+	1092	574	366
YKR095W-A	chrXI;chrXI	625864;625977	625901;626205	+;+	267	119	57
YKL079W	chrXI	286603	288573	+	1971	3423	1988
YKL161C	chrXI	149386	150687	-	1302	1482	780
YKL159C	chrXI	153816	154451	-	636	2205	2768
YKR030W	chrXI	500282	501103	+	822	1512	1208
YKL037W	chrXI	369365	369721	+	357	18	36
YKL042W	chrXI	358475	359566	+	1092	190	131
YKR020W	chrXI	478338	478832	+	495	1071	1133
YKL012W	chrXI	418310	420061	+	1752	3500	2961
YKL106W	chrXI	237536	238891	+	1356	839	585
YKR075C	chrXI	579827	580750	-	924	1334	1162
YKR065C	chrXI	565299	565892	-	594	847	624
YKL043W	chrXI	356748	357848	+	1101	1986	934
YKL045W	chrXI	353493	355079	+	1587	668	555
YKR060W	chrXI	556518	557342	+	825	364	274
YKL085W	chrXI	279123	280127	+	1005	2335	1576
YKL165C	chrXI	137932	140691	-	2760	205	238
YKL003C	chrXI	437097	437492	-	396	509	364
YKL072W	chrXI	299582	301882	+	2301	499	436
YKL177W	chrXI	114356	114694	+	339	32	18
YKL186C	chrXI	92744	93298	-	555	1367	963
snR64	chrXI	38811	38911	+	101	0	1
YKR032W	chrXI	506517	506831	+	315	69	57
YKL132C	chrXI	193574	194866	-	1293	144	148
YKL223W	chrXI	2389	2721	+	333	3	1
YKL078W	chrXI	288845	291052	+	2208	193	196
YKL001C	chrXI	438777	439385	-	609	1224	720
YKR040C	chrXI	518063	518566	-	504	0	0
YKL046C	chrXI	351275	352624	-	1350	1960	1639
YKR017C	chrXI	471694	473349	-	1656	1128	843
YKL058W	chrXI	330166	330534	+	369	1340	975
YKL208W	chrXI	47157	47972	+	816	319	253
YKR005C	chrXI;chrXI	448521;450021	449951;450167	-;-	1578	424	398
YKR034W	chrXI	506898	507707	+	810	258	331
YKL060C	chrXI	326408	327487	-	1080	29332	34111
YKL030W	chrXI	382498	383103	+	606	10	3
YKL162C-A	chrXI	145922	146074	-	153	210	129
YKR091W	chrXI	611525	612265	+	741	1264	881
YKL096C-B	chrXI	259073	259222	-	150	18	17
YKL171W	chrXI	127475	130261	+	2787	4700	3119
YKL025C	chrXI	390240	392279	-	2040	2532	2155
YKL023W	chrXI	393721	394554	+	834	3197	3715
tR(UCU)K	chrXI	162487	162558	-	72	3	0
YKL215C	chrXI	26827	30687	-	3861	1599	1023
YKL136W	chrXI	186416	186814	+	399	10	13
YKL033W	chrXI	375456	378572	+	3117	1041	707
YKR023W	chrXI	483419	485011	+	1593	1202	978
YKR067W	chrXI	567918	570149	+	2232	1780	1129
YKL098W	chrXI	256770	257843	+	1074	1817	1204
YKL114C	chrXI	223352	224455	-	1104	1107	795
YKL145W	chrXI	174213	175616	+	1404	6379	4285
YKL057C	chrXI	330856	333969	-	3114	1377	1139
YKL106C-A	chrXI	237147	237266	-	120	35	16
YKL128C	chrXI	200884	201771	-	888	736	521
YKL008C	chrXI	427295	428551	-	1257	778	572
YKL029C	chrXI	382716	384725	-	2010	1828	1250
YKR047W	chrXI	525257	525562	+	306	45	14
YKL066W	chrXI	315281	315724	+	444	2011	1475
YKL119C	chrXI	218570	219217	-	648	207	125
YEL041W	chrV	75944	77431	+	1488	1397	611
YER011W	chrV	175248	176012	+	765	31	15
YER158W-A	chrV	491487	491702	+	216	108	62
snR53	chrV	61699	61789	+	91	1	0
YER056C-A	chrV;chrV	269423;270149	269751;270185	-;-	366	1173	572
YEL067C	chrV	26189	26776	-	588	188	78
YEL054C	chrV	52721	53218	-	498	85	39
YEL047C	chrV	65385	66797	-	1413	1003	663
YER146W	chrV	462585	462866	+	282	4	6
YER159C	chrV	491530	491958	-	429	2923	2391
YER084W	chrV	327065	327451	+	387	485	290
YER183C	chrV	553334	553969	-	636	473	433
YEL009C-A	chrV	136371	136778	-	408	4	1
YEL059C-A	chrV	42400	42624	-	225	507	379
YER172C	chrV	529530	536021	-	6492	2421	1732
YER092W	chrV	342855	343232	+	378	1390	928
YEL008C-A	chrV	140726	140818	-	93	0	0
YEL032W	chrV	86937	89852	+	2916	1538	1132
YEL010W	chrV	136279	136629	+	351	1	1
YEL040W	chrV	78053	79456	+	1404	220	166
YEL059W	chrV	42652	42960	+	309	364	195
YER105C	chrV	367838	372013	-	4176	2322	1554
YEL053C	chrV	53901	56102	-	2202	768	481
YEL046C	chrV	67629	68792	-	1164	2097	1610
YER137C	chrV	441373	441819	-	447	213	107
YER013W	chrV	178841	182278	+	3438	1702	1739
YER147C-A	chrV	465203	465613	-	411	154	120
YEL036C	chrV	83050	84552	-	1503	3443	2620
YER094C	chrV	348729	349346	-	618	3087	1987
YER038C	chrV	226858	228252	-	1395	2141	1531
YEL034W	chrV	85676	86149	+	474	0	0
YER144C	chrV	457806	460223	-	2418	4771	3172
YER069W	chrV	295410	298001	+	2592	915	816
YEL066W	chrV	26667	27206	+	540	157	78
YER161C	chrV	499347	500348	-	1002	2447	2497
YER131W	chrV	423952	424311	+	360	1059	601
YER027C	chrV	208979	210232	-	1254	1505	942
tH(GUG)E2	chrV	434541	434612	-	72	14	12
YER088C-A	chrV	335696	336019	-	324	90	63
YER002W	chrV	156803	157498	+	696	2619	2102
YEL062W	chrV	34407	36254	+	1848	1355	957
YEL074W	chrV	6126	6464	+	339	26	26
YER142C	chrV	455146	456036	-	891	866	573
YER035W	chrV	222639	223076	+	438	4048	3107
YER145C	chrV	460526	461740	-	1215	1691	908
YER176W	chrV	541690	545055	+	3366	2122	1868
YER071C	chrV	301947	302327	-	381	350	221
YER150W	chrV	468370	468816	+	447	52379	42680
YER177W	chrV	545611	546414	+	804	20285	17764
YER123W	chrV	404813	406387	+	1575	1566	1145
YEL018W	chrV	121471	122310	+	840	323	281
YER116C	chrV	395348	396172	-	825	2419	1970
YER043C	chrV	235770	237119	-	1350	1367	1103
YEL004W	chrV	146951	147979	+	1029	323	147
YER141W	chrV	453459	454919	+	1461	3844	2620
YER170W	chrV	525974	526651	+	678	226	201
YER047C	chrV	243810	246503	-	2694	2428	1817
YER132C	chrV	425188	430449	-	5262	1472	1097
YEL068C	chrV	25646	25978	-	333	64	25
YER080W	chrV	319963	321846	+	1884	3563	2914
YER052C	chrV	256375	257958	-	1584	3368	2701
YER070W	chrV	298950	301616	+	2667	78	117
YEL007W	chrV	141892	143892	+	2001	911	463
tE(UUC)E2	chrV	354934	355005	+	72	2	0
YER068C-A	chrV	295301	295732	-	432	13	12
YER115C	chrV	394292	394867	-	576	402	256
tS(AGA)E	chrV	86604	86685	+	82	7	3
YER076C	chrV	312590	313498	-	909	499	363
YEL021W	chrV	116167	116970	+	804	26736	61392
YEL026W	chrV	101943	102323	+	381	244	174
YER040W	chrV	229795	231987	+	2193	1569	1423
YEL016C	chrV	124737	126218	-	1482	1326	977
YER012W	chrV	177835	178431	+	597	1976	1305
YER190W	chrV	571480	576525	+	5046	35	41
YER185W	chrV	559454	560365	+	912	299	199
YER189W	chrV	571155	571523	+	369	56	28
YEL060C	chrV	40046	41953	-	1908	91973	60412
YEL052W	chrV	56571	58100	+	1530	1490	1071
YER149C	chrV	466208	467470	-	1263	306	294
YER111C	chrV	382595	385876	-	3282	820	473
YER081W	chrV	322686	324095	+	1410	1701	1888
YER010C	chrV	172634	173338	-	705	1428	1314
YER018C	chrV	191959	192624	-	666	618	392
YEL076C	chrV	4464	5114	-	651	0	0
YEL018C-A	chrV	121455	121988	-	534	0	0
YER072W	chrV	302806	303195	+	390	2769	2052
YER093C	chrV	343320	347612	-	4293	1846	1335
YER178W	chrV	546817	548079	+	1263	4179	2744
YER030W	chrV	213437	213898	+	462	3526	2159
YER128W	chrV	415859	416470	+	612	380	300
YER003C	chrV;chrV	157736;159088	158994;159118	-;-	1290	349	275
YER163C	chrV	503084	503782	-	699	625	447
YEL005C	chrV	145907	146755	-	849	1621	1071
YER173W	chrV	536300	538279	+	1980	821	553
YEL065W	chrV	27657	29543	+	1887	2255	1519
YEL055C	chrV	48471	51539	-	3069	720	453
YER029C	chrV	212587	213177	-	591	920	635
